PRODUTO           |KIT ID             |QTDE            |COD INTERNO
NOVA 4X7200       |113-4-4            |          1,0000|        11477
NOVA 4X7200       |HG207-14-4T1       |          1,0000|        18700
NOVA 4X8700       |100-8-4            |          1,0000|        11051
NOVA 4X8700       |100R7-4 A          |          8,7000|       334835
NOVA 4X8700       |113-4-4            |          1,0000|        11477
NUNES 12X2700     |100-12-12          |          1,0000|        11026
NUNES 12X2700     |100R2AT-12         |          2,7000|        11100
NUNES 12X2700     |103-12-12          |          1,0000|        11227
OCTA 4X2700       |100-4-4            |          1,0000|        11040
OCTA 4X2700       |100R2AT-4          |          2,7000|        11105
OCTA 4X2700       |BANJO-14-4         |          1,0000|        14410
OCTA 4X2900       |100-4-4            |          1,0000|        11040
OCTA 4X2900       |100R2AT-4          |          2,9000|        11105
OCTA 4X2900       |BANJO-14-4         |          1,0000|        14410
OCTA 4X350        |100-4-4            |          2,0000|        11040
OCTA 4X350        |100R2AT-4          |          0,3500|        11105
OCTA 4X600        |100-4-4            |          2,0000|        11040
OCTA 4X600        |100R2AT-4          |          0,6000|        11105
OCTA 4X700        |100-4-4            |          2,0000|        11040
OCTA 4X700        |100R2AT-4          |          0,7000|        11105
OFT 24X1700       |100-24-24          |          2,0000|        11038
OFT 24X1700       |100R12-24          |          1,7000|        11071
OFT 24X1700       |MP-44              |          1,7000|        21338
ORTOVEL 10X400    |100-10-10          |          1,0000|        11020
ORTOVEL 10X400    |103-10-10          |          1,0000|        11222
ORTOVEL 10X400    |2807-12            |          0,4000|        12311
OXIMASTER 1600    |100-16-16          |          1,0000|        11033
OXIMASTER 1600    |100R2AT-16         |          1,6000|        11101
OXIMASTER 1600    |101-16-16          |          1,0000|        11146
OXIMASTER.1600    |100-5-4            |          2,0000|        11043
OXIMASTER.1600    |100R2AT-4          |          1,6000|        11105
PADILHA 8X1000    |100R2AT-8          |          1,0000|        11108
PADILHA 8X1000    |101-8-8            |          1,0000|        11164
PADILHA 8X1000    |103-10-8           |          1,0000|        11225
PALAZZO 24X300    |EQUATOR-24         |          0,3000|       338784
PALAZZO 24X300    |W03310-24          |          2,0000|       336766
PALETRANS 200     |100-4-4            |          2,0000|        11040
PALETRANS 200     |100R1AT-4          |          0,2000|        11089
PALETRANS 250     |100-4-4            |          2,0000|        11040
PALETRANS 250     |100R1AT-4          |          0,2500|        11089
PALETRANS 260     |100-4-4            |          2,0000|        11040
PALETRANS 260     |100R1AT-4          |          0,2600|        11089
PALETRANS 400     |100-4-4            |          1,0000|        11040
PALETRANS 400     |100R1AT-4          |          0,4000|        11089
PALETRANS 400     |HG311-18-4 DKO     |          1,0000|       334821
PALETRANS 600     |100-4-4            |          1,0000|        11040
PALETRANS 600     |100R1AT-4          |          0,6000|        11089
PALETRANS 600     |HG311-18-4 DKO     |          1,0000|       334821
PALETRANS 900     |101-4-4 B          |          1,0000|       336049
PALETRANS 900     |2807-5             |          0,9000|        12316
PALETRANS 900     |HG311-14-4 DKO     |          1,0000|       331916
PALETRANS-1000    |101-4-4 B          |          1,0000|       336049
PALETRANS-1000    |HG311-14-4 DKO     |          1,0000|       331916
PALETRANS-1000    |TBT-4              |          1,0000|        25758
PALETRANS.700     |101-4-4 B          |          1,0000|       336049
PALETRANS.700     |2807-5             |          0,7000|        12316
PALETRANS.700     |HG311-14-4 DKO     |          1,0000|       331916
PALETRANS.800     |101-4-4 B          |          1,0000|       336049
PALETRANS.800     |2807-5             |          0,8000|        12316
PALETRANS.800     |HG311-14-4 DKO     |          1,0000|       331916
PEARSON 4X2700    |2807-5             |          2,7000|        12316
PEARSON 4X2700    |HG560-4-4          |          2,0000|        18846
PEARSON 4X360     |101-4-4            |          2,0000|        11155
PEARSON 4X360     |2807-5             |          0,3600|        12316
PERIN 6X2300      |100-4-6            |          1,0000|        11042
PERIN 6X2300      |100R7-6            |          2,3000|        11137
PERIN 6X2300      |102-6-6            |          1,0000|        11189
PERIN 6X560       |100R7-6            |          0,5600|        11137
PERIN 6X560       |102-6-6            |          2,0000|        11189
PERTICARARI 4M    |100-4-4            |          1,0000|        11040
PERTICARARI 4M    |100R2AT-4          |          4,0000|        11105
PERTICARARI 4M    |101-4-4            |          1,0000|        11155
PETRO 4X1400      |100-4-4            |          2,0000|        11040
PETRO 4X1400      |100R1AT-4          |          1,4000|        11089
PITAA 4X1700      |100R2AT-4          |          1,7000|        11105
PITAA 4X1700      |HG207-14-4(I)      |          2,0000|       340335
PITAA 4X2100      |100R2AT-4          |          2,1000|        11105
PITAA 4X2100      |HG207-14-4(I)      |          2,0000|       340335
PITAA 4X3100      |100R2AT-4          |          3,1000|        11105
PITAA 4X3100      |HG207-14-4(I)      |          2,0000|       340335
PITAA 8X2250      |100-10-8           |          2,0000|        11023
PITAA 8X2250      |2807-10            |          2,2500|        12310
PORTO 6X15000     |100R1AT-6          |         15,0000|        11092
PORTO 6X15000     |CRISTAL-16         |         15,0000|        15998
PORTO 6X15000     |KARCHER-6          |          2,0000|        20098
POWER 12X1470     |100R12-12          |          1,4700|        11068
POWER 12X1470     |109-20-12          |          1,0000|        11379
POWER 12X1470     |MOLA-12            |          2,0000|        21234
POWER 12X1470     |ORS-12-12          |          1,0000|        22111
POWER 12X2800     |100R2AT-12         |          2,8000|        11100
POWER 12X2800     |ORS-12-12          |          1,0000|        22111
POWER 12X2800     |ORS45-12-12        |          1,0000|        22126
POWER 12X570      |100R2AT-12         |          0,5700|        11100
POWER 12X570      |ORS-12-12          |          1,0000|        22111
POWER 12X570      |ORS90-12-12        |          1,0000|        22136
POWER 16X1200     |100R12-16          |          1,2000|        11069
POWER 16X1200     |107-16-16          |          1,0000|        11334
POWER 16X1200     |109-16-16          |          1,0000|        11373
POWER 16X1400     |100R2AT-16         |          1,4000|        11101
POWER 16X1400     |ORS-16-16          |          1,0000|        22115
POWER 16X1400     |ORS45-16-16        |          1,0000|        22127
POWER 6X1500      |100R2AT-6          |          1,5000|        11107
POWER 6X1500      |ORS-6-6            |          1,0000|        22120
POWER 6X1500      |ORS45-6-6          |          1,0000|        22131
POWER 6X2350      |100R2AT-6          |          2,3500|        11107
POWER 6X2350      |ORS-6-6            |          1,0000|        22120
POWER 6X2350      |ORS90-6-6          |          1,0000|        22142
POWER 6X340       |100R2AT-6          |          0,3400|        11107
POWER 6X340       |ORS-6-6            |          1,0000|        22120
POWER 6X340       |ORS45-8-6          |          1,0000|        22132
POWER 6X700       |100R2AT-6          |          0,7000|        11107
POWER 6X700       |ORS-6-6            |          1,0000|        22120
POWER 6X700       |ORS90-6-6          |          1,0000|        22142
POWER 6X850       |100R2AT-6          |          0,8500|        11107
POWER 6X850       |ORS-8-6            |          1,0000|        22123
POWER 6X850       |ORS90-8-6          |          1,0000|        22145
POWER 6X860       |100R2AT-6          |          0,8600|        11107
POWER 6X860       |ORS-6-6            |          1,0000|        22120
POWER 6X860       |ORS90-8-6          |          1,0000|        22145
POWER.12X1150     |100R2AT-12         |          1,1500|        11100
POWER.12X1150     |ORS-12-12          |          1,0000|        22111
POWER.12X1150     |ORS90-12-12        |          1,0000|        22136
POWER.16X1400     |100R2AT-16         |          1,4000|        11101
POWER.16X1400     |ORS-16-16          |          1,0000|        22115
POWER.16X1400     |ORS90-16-16        |          1,0000|        22138
PRESIDENTE 12     |100R2AT-6          |         12,0000|        11107
PRESIDENTE 12     |CRISTAL-6          |         12,0000|        16003
PRESIDENTE 12     |KARCHER-6          |          1,0000|        20098
PRESIDENTE 12     |KARCHER-6-21       |          1,0000|       335951
PREST 1/2X230     |100R2AT-8          |          0,2300|        11108
PREST 1/2X230     |CBT-22-8           |          2,0000|        15302
PREST 16X1000     |100R12-16          |          1,0000|        11069
PREST 16X1000     |HG311-42-16 DK     |          2,0000|       335206
PREST 16X2000     |100R12-16          |          2,0000|        11069
PREST 16X2000     |HG311-42-16 DK     |          2,0000|       335206
PREST 1X1000      |100R12-16          |          1,0000|        11069
PREST 1X1000      |109-16-16          |          1,0000|        11373
PREST 1X1000      |HG311-42-16 DK     |          1,0000|       335206
PREST 4X6900      |100R2AT-4          |          6,9000|        11105
PREST 4X6900      |HG311-14-4 DKO     |          2,0000|       331916
PREST 5/8X1300    |100R2AT-10         |          1,3000|        11099
PREST 5/8X1300    |HG311-28-10 DK     |          2,0000|       335822
PREST 8X820       |100-8-8            |          1,0000|        11054
PREST 8X820       |112-8-8            |          1,0000|        11451
PREST 8X820       |2807-10            |          0,8200|        12310
PUMA 225          |2021-6-10          |          4,0000|        11988
PUMA 225          |202702-12B-12J     |          1,0000|       330739
PUMA 225          |202702-M18-8       |          4,0000|       335673
PUMA 225          |202702-M22-10      |          1,0000|        12084
PUMA 225          |202702-M22-8       |          2,0000|        12086
PUMA 225          |203102-10          |          2,0000|        12104
PUMA 225          |203102-6-ORS       |          2,0000|       331992
PUMA 225          |2033-8             |          2,0000|        12118
PUMA 225          |DEIRO 6X250        |          4,0000|       341255
PUMA 225          |DEIRO 6X3000       |          2,0000|       341222
PUMA 225          |DEIRO 8X3200       |          1,0000|       341226
PUMA 225          |DEIRO 8X900        |          1,0000|       341294
PUMA 225          |DEIRO.8X1000       |          1,0000|       341292
PUMA 225          |DEIRO.8X1400       |          1,0000|       341223
PUMA 225          |DEIRO.8X300        |          1,0000|       341295
PUMA 225          |DEIRO.8X500        |          2,0000|       341224
PUMA 225          |TLFOMO-10-10       |          2,0000|       341221
PURINA3/8X1100    |100R2AT-6          |          1,1000|        11107
